# Rime user dictionary
#@/db_name	luna_pinyin.userdb
#@/db_type	userdb
#@/rime_version	1.5.3
#@/tick	3945
#@/user_id	ac57c271-be81-4f5d-ad4b-2447d3186ee2
a 	啊	c=8 d=0.181512 t=3945
er nian ji 	二年級	c=1 d=2.89483e-05 t=3945
er qie 	而且	c=4 d=0.262548 t=3945
er qie dang shi 	而且當時	c=1 d=0.00102302 t=3945
er qu 	而去	c=1 d=0.0159229 t=3945
fa 	法	c=5 d=2.42576 t=3945
fa 	發	c=2 d=9.51252e-06 t=3945
fa chu 	發出	c=0 d=0.00642483 t=3945
fa chu le 	發出了	c=1 d=0.0645703 t=3945
fa ge 	發個	c=1 d=0.000112226 t=3945
fa guo 	法國	c=7 d=0.0489969 t=3945
fa guo da xuan 	法國大選	c=1 d=6.14421e-06 t=3945
fa guo de 	法國的	c=1 d=0.000310896 t=3945
fa guo ren de can guan 	法國人的餐館	c=1 d=0.00096827 t=3945
fa lan ke fu 	法蘭克福	c=1 d=0.000668817 t=3945
fa le 	發了	c=0 d=8.41773e-05 t=3945
fa liang 	發涼	c=1 d=1.70391e-05 t=3945
fa lv 	法律	c=1 d=3.18877e-08 t=3945
fa lv shu ji 	法律書籍	c=1 d=2.87393e-08 t=3945
fa qi 	發起	c=1 d=0.000113353 t=3945
fa song 	發送	c=1 d=0.00909528 t=3945
fa song gei wo 	發送給我	c=1 d=9.63768e-08 t=3945
fa xian 	發現	c=2 d=0.133358 t=3945
fa yi 	法意	c=1 d=0.000136389 t=3945
fa yin 	發音	c=10 d=4.1715 t=3945
fa yu 	法語	c=3 d=0.8983 t=3945
fa yu de shu 	法語的書	c=1 d=0.00220948 t=3945
fa yu jian pan 	法語鍵盤	c=1 d=0.0862936 t=3945
fa yu shu 	法語書	c=1 d=0.00271219 t=3945
fa yuan 	法院	c=1 d=3.90827e-07 t=3945
fan 	反	c=1 d=1.43036e-05 t=3945
fan 	翻	c=1 d=2.98586e-05 t=3945
fan 	飯	c=2 d=1.98506 t=3945
fan bo 	反駁	c=0 d=4.9804e-07 t=3945
fan bo shuo 	反駁說	c=1 d=5.00537e-06 t=3945
fan cha 	反查	c=1 d=1 t=3935
fan gan 	反感	c=1 d=5.05811e-07 t=3945
fan gong 	反共	c=2 d=7.17968e-07 t=3945
fan na le hao jiu 	翻那了好久	c=1 d=3.15165e-05 t=3945
fan ren 	煩人	c=0 d=1.56533e-08 t=3945
fan ren de 	煩人的	c=1 d=1.57317e-07 t=3945
fan rong 	繁冗	c=1 d=1.03632e-08 t=3945
fan ti 	繁體	c=1 d=1.7561e-07 t=3945
fan ti zi 	繁體字	c=1 d=0.154896 t=3945
fan yi 	翻譯	c=1 d=0.00620385 t=3945
fan yi bu hao 	翻譯不好	c=1 d=0.0623495 t=3945
fan ying 	反映	c=0 d=7.77187e-07 t=3945
fan zheng 	反正	c=1 d=8.56707e-05 t=3945
fang 	仿	c=4 d=0.0561994 t=3945
fang 	放	c=2 d=0.000106203 t=3945
fang 	方	c=4 d=0.0374563 t=3945
fang 	防	c=1 d=0.000181365 t=3945
fang bu 	房補	c=1 d=0.0105145 t=3945
fang dong 	房東	c=3 d=0.018842 t=3945
fang jia 	放假	c=1 d=4.38384e-05 t=3945
fang shi 	方式	c=2 d=0.0399551 t=3945
fang song 	放鬆	c=1 d=1.46682e-07 t=3945
fang wei 	方位	c=1 d=0.0953692 t=3945
fang xiang 	方向	c=1 d=0.00355287 t=3945
fang yan 	方言	c=2 d=2.5127e-07 t=3945
fang zha pian 	放詐騙	c=1 d=0.00017956 t=3945
fang zi 	房子	c=3 d=0.0207295 t=3945
fang zu 	房租	c=1 d=0.00843808 t=3945
fei 	廢	c=1 d=1.4093e-07 t=3945
fei 	費	c=2 d=0.0090826 t=3945
fei 	非	c=2 d=2.33108e-08 t=3945
fei chu 	廢除	c=1 d=1.73863e-07 t=3945
fei fa 	非法	c=1 d=2.37049e-07 t=3945
fei ji 	飛機	c=1 d=4.67826e-05 t=3945
fei kuai 	飛快	c=0 d=8.56853e-08 t=3945
fei kuai de 	飛快的	c=1 d=8.61148e-07 t=3945
fei pu 	飛瀑	c=1 d=4.18154e-08 t=3945
fei qi 	廢棄	c=1 d=7.90975e-07 t=3945
fei yong 	費用	c=2 d=0.137008 t=3945
fei zheng shi 	非正式	c=0 d=1.60108e-09 t=3945
fei zheng shi hui tan 	非正式會談	c=2 d=3.23439e-08 t=3945
fei zhou 	非洲	c=1 d=0.0523397 t=3945
fen 	分	c=3 d=0.00821691 t=3945
fen 	粉	c=1 d=0.429557 t=3945
fen bu 	分佈	c=1 d=0.00171216 t=3945
fen cha 	分叉	c=0 d=7.59831e-06 t=3945
fen cha de 	分叉的	c=1 d=7.63639e-05 t=3945
fen xiang 	分享	c=1 d=1.40204e-05 t=3945
fen zhong 	分鐘	c=1 d=0.00806679 t=3945
feng 	豐	c=1 d=0.137381 t=3945
feng 	風	c=1 d=0.0161179 t=3945
feng dian 	瘋癲	c=1 d=0.0241131 t=3945
feng ge 	風格	c=1 d=0.0720785 t=3945
feng huang 	鳳凰	c=1 d=0.204948 t=3945
feng jing 	風景	c=1 d=0.0987662 t=3945
feng xian 	風險	c=0 d=1.75127e-05 t=3945
fou 	否	c=2 d=0.86776 t=3945
fu 	富	c=0 d=1.74283e-07 t=3945
fu 	甫	c=1 d=0.465334 t=3945
fu ben 	副本	c=1 d=3.06694e-08 t=3945
fu diao 	浮雕	c=4 d=0.00182659 t=3945
fu hao 	符號	c=1 d=0.000739157 t=3945
fu he 	符合	c=1 d=0.269051 t=3945
fu kuan 	付款	c=1 d=0.000112788 t=3945
fu lan ke 	富蘭克	c=1 d=1.75157e-06 t=3945
fu le 	付了	c=1 d=0.000441647 t=3945
fu qi 	夫妻	c=0 d=5.4626e-06 t=3945
fu qi a 	夫妻啊	c=1 d=5.48998e-05 t=3945
fu qian 	付錢	c=0 d=0.000100276 t=3945
fu shu 	附屬	c=1 d=3.58919e-05 t=3945
fu wu 	服務	c=1 d=1.27759e-07 t=3945
fu xiao 	附小	c=1 d=1.54782e-05 t=3945
fu zhi 	複製	c=0 d=4.19237e-10 t=3945
fu zhi 	鈇質	c=1 d=9.19138e-09 t=3945
fu zhi zhan tie 	複製粘貼	c=1 d=4.21338e-09 t=3945
gai 	蓋	c=1 d=0.0112206 t=3945
gai 	該	c=2 d=3.28026e-07 t=3945
gai le 	改了	c=1 d=0.000902809 t=3945
gai ming 	改名	c=1 d=0.0590129 t=3945
gai zao 	改造	c=1 d=0.0117959 t=3945
gan 	幹	c=0 d=4.87084e-10 t=3945
gan 	感	c=0 d=1.04909e-06 t=3945
gan 	敢	c=1 d=6.67204e-05 t=3945
gan ga 	尷尬	c=0 d=0.000404039 t=3945
gan ga le 	尷尬了	c=1 d=0.00101791 t=3945
gan nv er 	乾女兒	c=0 d=0.0111917 t=3945
gan shang 	感傷	c=1 d=1.54949e-05 t=3945
gan she me 	幹什麼	c=1 d=4.89525e-09 t=3945
gan shen me 	幹什麼	c=1 d=0.045275 t=3945
gan shou 	感受	c=1 d=0.0128424 t=3945
gan xing 	感性	c=1 d=4.90625e-06 t=3945
gang 	港	c=1 d=6.09882e-07 t=3945
gang gang 	剛剛	c=1 d=8.23115e-05 t=3945
gang gang zai 	剛剛在	c=0 d=4.26457e-05 t=3945
gang gang zai wang shang 	剛剛在網上	c=1 d=0.000428594 t=3945
gao 	搞	c=1 d=0.0160027 t=3945
gao 	高	c=1 d=3.12984e-07 t=3945
gao ceng ci 	高層次	c=1 d=4.39594e-08 t=3945
gao de di tu 	高德地圖	c=1 d=3.06642e-06 t=3945
gao ji 	高級	c=2 d=2.56028e-07 t=3945
gao le 	搞了	c=1 d=0.257947 t=3945
gao qing 	高清	c=2 d=4.15011e-05 t=3945
gao su 	告訴	c=0 d=3.41472e-08 t=3945
gao su wo men 	告訴我們	c=1 d=3.43184e-07 t=3945
ge 	個	c=4 d=0.25924 t=3945
ge ren 	個人	c=1 d=5.67182e-06 t=3945
ge shi 	格式	c=1 d=0.0856286 t=3945
ge shi shi 	格式是	c=1 d=0.0356146 t=3945
ge wai 	格外	c=0 d=3.32238e-09 t=3945
ge wai qing xi 	格外清晰	c=1 d=3.33903e-08 t=3945
ge zai 	哥仔	c=1 d=4.12455e-06 t=3945
ge zai xi 	哥仔戲	c=1 d=4.12855e-05 t=3945
ge zhong 	各種	c=0 d=0.000212284 t=3945
ge zhong yu yan shu ji 	各種語言書籍	c=1 d=0.00213348 t=3945
gei 	給	c=0 d=0.012307 t=3945
gei ni 	給你	c=4 d=0.000609267 t=3945
gei ni fa 	給你發	c=1 d=0.000557771 t=3945
gei ni fa de 	給你發的	c=1 d=0.00465413 t=3945
gei ta 	給他	c=2 d=0.000175107 t=3945
gei ta 	給她	c=1 d=0.00467746 t=3945
gei wo 	給我	c=0 d=8.84236e-05 t=3945
gei wo ma 	給我嗎	c=1 d=0.000699601 t=3945
gei wo shuo de 	給我說的	c=1 d=0.000188766 t=3945
gei wo tou lu le 	給我透露了	c=1 d=2.08151e-07 t=3945
gen 	根	c=1 d=1.93578e-06 t=3945
gen 	跟	c=1 d=6.22309e-09 t=3945
gen shang 	跟上	c=0 d=4.08816e-08 t=3945
gen shang le 	跟上了	c=1 d=4.10865e-07 t=3945
geng 	庚	c=1 d=1.89287e-07 t=3945
geng duo 	更多	c=1 d=5.71501e-07 t=3945
geng gai 	更改	c=1 d=4.42941e-09 t=3945
geng jia 	更加	c=2 d=2.20953e-06 t=3945
geng xin 	更新	c=1 d=1.83693e-07 t=3945
geng you 	更有	c=1 d=0.0017643 t=3945
gong 	弓	c=1 d=4.95641e-08 t=3945
gong bao ji ding 	宮保雞丁	c=1 d=4.02661e-05 t=3945
gong bu 	公佈	c=1 d=0.000800719 t=3945
gong chan dang 	共產黨	c=1 d=0.0213864 t=3945
gong gao 	公告	c=1 d=1.14789e-05 t=3945
gong jiao 	公交	c=1 d=0.00412784 t=3945
gong jiao che 	公交車	c=1 d=6.03711e-05 t=3945
gong ju 	工具	c=1 d=0.000403635 t=3945
gong kai ke 	公開課	c=1 d=2.50409e-05 t=3945
gong neng 	功能	c=1 d=0.138069 t=3945
gong si 	公司	c=1 d=0.00128115 t=3945
gong yong 	共用	c=1 d=0.00726273 t=3945
gong yu 	公寓	c=1 d=0.00980366 t=3945
gong yuan 	公園	c=2 d=5.92026e-08 t=3945
gong yuan wan shua 	公園玩耍	c=1 d=4.54154e-09 t=3945
gong zuo 	工作	c=1 d=4.74824e-07 t=3945
gou 	勾	c=1 d=7.24768e-08 t=3945
gou 	夠	c=0 d=1.06789e-09 t=3945
gou gou 	狗狗	c=0 d=4.05727e-07 t=3945
gou gu 	溝谷	c=1 d=1.65783e-06 t=3945
gou ou da 	夠毆打	c=1 d=1.07324e-08 t=3945
gou pi 	狗屁	c=1 d=6.05377e-08 t=3945
gou tong 	溝通	c=1 d=1.2625e-07 t=3945
gu 	故	c=1 d=8.56998e-09 t=3945
gu cheng 	古城	c=1 d=0.0173355 t=3945
gu dai 	古代	c=1 d=6.47595e-07 t=3945
gu dong 	古董	c=1 d=2.93199e-08 t=3945
gu gong 	故宮	c=1 d=1.88343e-07 t=3945
gu jian zhu 	古建築	c=2 d=0.0288697 t=3945
gu lao 	古老	c=0 d=3.76347e-05 t=3945
gu qin 	古琴	c=6 d=2.6241 t=3945
gu wen 	古文	c=1 d=2.80297e-08 t=3945
gu yi 	故意	c=1 d=1 t=3915
gu zhen 	古鎮	c=1 d=1.44498e-07 t=3945
gu zheng 	古箏	c=2 d=1.19502e-06 t=3945
guan 	館	c=1 d=0.00029902 t=3945
guan bi 	關閉	c=1 d=3.02128e-08 t=3945
guan cha 	觀察	c=2 d=0.0107829 t=3945
guan men 	關門	c=0 d=0.00010333 t=3945
guan men le 	關門了	c=1 d=0.00103848 t=3945
guan wang 	官網	c=4 d=0.000497498 t=3945
guan wang shang 	官網上	c=1 d=0.00211225 t=3945
guan xi 	關係	c=0 d=4.83321e-07 t=3945
guan xi ne 	關係呢	c=1 d=4.85744e-06 t=3945
guan xin 	關心	c=0 d=4.52981e-09 t=3945
guan zhuang 	冠狀	c=0 d=0.00274607 t=3945
guang 	光	c=1 d=0.00351752 t=3945
guang dong hua 	廣東話	c=1 d=0.496585 t=3945
guang ling san 	廣陵散	c=1 d=9.83238e-08 t=3945
gui 	歸	c=1 d=0.923116 t=3945
gui lei 	歸類	c=1 d=0.000854495 t=3945
gui lin 	桂林	c=1 d=1.29134e-08 t=3945
gui qu lai xi 	歸去來兮	c=1 d=1.72996e-07 t=3945
gui zuo 	跪坐	c=1 d=0.133989 t=3945
gun hui qu 	滾回去	c=0 d=8.41916e-07 t=3945
gun hui qu la 	滾回去啦	c=1 d=8.46137e-06 t=3945
guo 	果	c=1 d=1.94548e-06 t=3945
guo 	過	c=5 d=0.182706 t=3945
guo bao 	國寶	c=2 d=0.0036972 t=3945
guo dao 	過道	c=1 d=0.00680566 t=3945
guo de 	過得	c=0 d=0.000506703 t=3945
guo ge 	國歌	c=1 d=5.43628e-07 t=3945
guo lai 	過來	c=2 d=0.00152186 t=3945
guo nei 	國內	c=3 d=0.0211354 t=3945
guo nei de 	國內的	c=1 d=1.4306e-07 t=3945
guo shi 	過失	c=1 d=5.83145e-09 t=3945
guo shi 	過時	c=1 d=0.0208584 t=3945
guo zi 	國字	c=1 d=0.852144 t=3945
ha 	哈	c=1 d=0.000393669 t=3945
ha ha 	哈哈	c=3 d=0.00122911 t=3945
ha ha ha 	哈哈哈	c=28 d=0.196682 t=3945
ha ha ha ha 	哈哈哈哈	c=1 d=2.26995e-05 t=3945
ha ha ha ha ha ha ha ha 	哈哈哈哈哈哈哈哈	c=1 d=2.31157e-05 t=3945
ha ka 	哈卡	c=1 d=0.0270518 t=3945
hai 	還	c=1 d=0.0194482 t=3945
hai bu 	還不	c=0 d=0.0932394 t=3945
hai bu lun 	還不論	c=1 d=0.937067 t=3945
hai cuo 	海錯	c=0 d=0.0279431 t=3945
hai cuo tu 	海錯圖	c=1 d=0.280832 t=3945
hai di 	海底	c=0 d=1.06238e-07 t=3945
hai di lao 	海底撈	c=1 d=1.0677e-06 t=3945
hai dian qu 	海淀區	c=0 d=0.004573 t=3945
hai jun 	海軍	c=1 d=1.69132e-06 t=3945
hai shi 	還是	c=1 d=0.000122274 t=3945
hai shi duo jiu 	還是多久	c=1 d=0.000418012 t=3945
hai shi yao 	還是要	c=1 d=7.71314e-05 t=3945
hai shuo 	還說	c=1 d=0.00147367 t=3945
hai you 	還有	c=0 d=0.00970703 t=3945
hai you yi ge meng xiang 	還有一個夢想	c=1 d=0.0968105 t=3945
han 	兯	c=1 d=1.13392e-08 t=3945
han 	含	c=4 d=0.0326385 t=3945
han 	喊	c=1 d=0.00240549 t=3945
han 	涵	c=1 d=3.26391e-05 t=3945
han 	漢	c=1 d=0.582748 t=3945
han fu 	漢服	c=1 d=3.94755e-07 t=3945
han gai 	涵蓋	c=0 d=0.0384812 t=3945
han gai le 	涵蓋了	c=1 d=0.386741 t=3945
han guo 	韓國	c=5 d=0.86504 t=3945
han lu 	韓露	c=1 d=1.29424e-05 t=3945
han nan 	漢喃	c=1 d=0.818731 t=3945
han wen 	韓文	c=2 d=5.44697e-07 t=3945
han yi 	含義	c=1 d=5.74463e-09 t=3945
han yu 	漢語	c=2 d=1.50865 t=3945
han yu 	韓語	c=2 d=0.0473589 t=3945
han yu ci hui 	漢語詞彙	c=1 d=0.324652 t=3945
han zi 	漢字	c=6 d=1.95328 t=3945
hang kong mu jian 	航空母艦	c=1 d=4.0468e-05 t=3945
hao 	好	c=3 d=0.000738145 t=3945
hao 	號	c=8 d=0.00291957 t=3945
hao 	豪	c=2 d=3.14101e-05 t=3945
hao 	郝	c=1 d=1.16524e-05 t=3945
hao de 	好的	c=1 d=0.0176857 t=3945
hao duo 	好多	c=2 d=0.00173712 t=3945
hao fang fa 	好方法	c=1 d=2.13421e-07 t=3945
hao hua 	豪華	c=1 d=5.10735e-08 t=3945
hao hun luan 	好混亂	c=1 d=1.56911e-06 t=3945
hao jian yi 	好建議	c=1 d=6.91087e-07 t=3945
hao jiu 	好久	c=0 d=0.0234601 t=3945
hao kan 	好看	c=1 d=8.68306e-06 t=3945
hao le 	好了	c=0 d=0.00018363 t=3945
hao ma 	好嗎	c=1 d=3.28083e-07 t=3945
hao men 	豪門	c=1 d=5.13295e-08 t=3945
hao shuo hua 	好說話	c=1 d=0.000953854 t=3945
hao wu 	毫無	c=1 d=1.54975e-07 t=3945
hao xian 	號線	c=1 d=0.008271 t=3945
hao xiang 	好像	c=2 d=0.00187099 t=3945
hao xiang 	好想	c=3 d=6.53948e-05 t=3945
hao xiang shi 	好像是	c=1 d=3.53575e-05 t=3945
hao yi xie 	好一些	c=1 d=0.00133343 t=3945
hao yu 	豪雨	c=1 d=5.15868e-08 t=3945
he 	合	c=2 d=4.90944e-06 t=3945
he 	和	c=19 d=1.02573 t=3945
he 	鶴	c=2 d=0.226505 t=3945
he bi 	何必	c=1 d=5.13208e-06 t=3945
he dong 	何東	c=1 d=5.60089e-05 t=3945
he fan 	盒飯	c=0 d=0.00277367 t=3945
he fen 	河粉	c=3 d=1.31057 t=3945
he he 	呵呵	c=1 d=0.00292342 t=3945
he mai 	合買	c=0 d=5.38128e-06 t=3945
he mai de 	合買的	c=1 d=5.40825e-05 t=3945
he shi 	合適	c=1 d=1.85539e-07 t=3945
he ta 	和他	c=1 d=0.00311976 t=3945
he ta 	和她	c=1 d=0.000153778 t=3945
he xian 	和絃	c=1 d=1.47062e-08 t=3945
he xian zai 	和現在	c=1 d=0.00190171 t=3945
he xiu gai 	和修改	c=1 d=0.0332068 t=3945
he zu 	合租	c=2 d=0.0166091 t=3945
hei qian 	黑錢	c=3 d=0.000613334 t=3945
hen 	很	c=4 d=1.39841 t=3945
hen chang 	很長	c=1 d=1.58079e-05 t=3945
hen da 	很大	c=1 d=1.64558e-07 t=3945
hen dou 	很都	c=1 d=0.00188279 t=3945
hen duo 	很多	c=7 d=0.0658678 t=3945
hen hao 	很好	c=1 d=0.13466 t=3945
hen jian dan 	很簡單	c=1 d=8.61001e-05 t=3945
hen jiu le 	很久了	c=1 d=0.000921047 t=3945
hen pan ni 	很叛逆	c=1 d=0.0620385 t=3945
hen shao 	很少	c=1 d=6.39496e-06 t=3945
hong 	洪	c=1 d=5.35626e-09 t=3945
hong 	紅	c=2 d=0.22091 t=3945
hong 	鴻	c=1 d=2.86602e-05 t=3945
hong long 	紅龍	c=1 d=0.0209629 t=3945
hong se 	紅色	c=1 d=0.0259911 t=3945
hong xiang 	轟響	c=1 d=3.82164e-08 t=3945
hou 	後	c=3 d=0.0247193 t=3945
hou bei 	後背	c=1 d=1.68696e-05 t=3945
hou mian 	後面	c=2 d=0.0358081 t=3945
hou xuan ren 	候選人	c=1 d=6.55685e-06 t=3945
hou zhe 	後者	c=1 d=0.000117979 t=3945
hou zhong 	厚重	c=1 d=3.76475e-08 t=3945
hu 	虎	c=2 d=1.21049 t=3945
hu die 	蝴蝶	c=1 d=0.704688 t=3945
hu xi 	呼吸	c=1 d=0.0536647 t=3945
hu zhao 	護照	c=2 d=5.0261e-07 t=3945
hua 	化	c=2 d=0.847894 t=3945
hua 	華	c=1 d=9.9295e-06 t=3945
hua 	話	c=4 d=0.026216 t=3945
hua du qu 	花都區	c=0 d=0.004573 t=3945
hua du qu hai dian qu 	花都區海淀區	c=1 d=0.0459593 t=3945
hua fei 	花費	c=1 d=0.000331412 t=3945
hua fei 	話費	c=1 d=0.000293099 t=3945
hua hua 	畫畫	c=1 d=0.000252273 t=3945
hua mei 	話梅	c=1 d=5.34243e-08 t=3945
hua ren 	華人	c=1 d=1.75241e-08 t=3945
hua yu 	話語	c=0 d=0.00236356 t=3945
huan 	換	c=1 d=0.000225994 t=3945
huan cheng 	換成	c=1 d=0.000217133 t=3945
huan hui 	換匯	c=1 d=6.88702e-05 t=3945
huan jing 	環境	c=1 d=4.22285e-06 t=3945
huan le 	換了	c=2 d=0.000378622 t=3945
huan qian 	還錢	c=1 d=0.000129737 t=3945
huang 	晃	c=1 d=2.4059e-05 t=3945
hui 	會	c=3 d=0.00493444 t=3945
hui 	毀	c=1 d=2.38237e-07 t=3945
hui 	灰	c=1 d=0.909373 t=3945
hui 	蕙	c=1 d=0.913931 t=3945
hui bei 	會被	c=1 d=0.173774 t=3945
hui de yu de ren 	會德語的人	c=1 d=0.00241755 t=3945
hui fu 	回覆	c=0 d=1.34263e-05 t=3945
hui fu le 	回覆了	c=1 d=0.000134358 t=3945
hui fu shi 	回覆是	c=1 d=5.77244e-07 t=3945
hui guo 	回國	c=3 d=0.00420647 t=3945
hui hen 	會很	c=0 d=0.0410656 t=3945
hui hen you yi si 	會很有意思	c=1 d=0.412714 t=3945
hui hun xiao 	會混淆	c=1 d=0.0432828 t=3945
hui lai 	回來	c=1 d=0.00334597 t=3945
hui le 	會了	c=2 d=0.00554088 t=3945
hui lv 	匯率	c=2 d=0.000317937 t=3945
hui na ge yu yan de ren 	會那個語言的人	c=1 d=0.00244185 t=3945
hui nia jia 	回孃家	c=1 d=0.0297478 t=3945
hui qu 	回去	c=2 d=4.38736e-05 t=3945
hui shao wei 	會稍微	c=1 d=0.00132678 t=3945
hui tan 	會談	c=0 d=1.60108e-09 t=3945
hui tou 	回頭	c=1 d=1.58871e-05 t=3945
hui you ren 	會有人	c=1 d=4.9804e-06 t=3945
hun li 	婚禮	c=1 d=4.19094e-05 t=3945
hun luan 	混亂	c=1 d=3.5118e-07 t=3945
hun xiao 	混淆	c=0 d=0.00430669 t=3945
hun yong 	混用	c=1 d=1.7649e-07 t=3945
huo 	或	c=1 d=0.00810722 t=3945
huo bi dui huan 	貨幣兌換	c=1 d=5.11883e-05 t=3945
huo che 	火車	c=1 d=4.91812e-05 t=3945
huo che 	貨車	c=1 d=3.68067e-07 t=3945
huo de 	獲得	c=2 d=0.00168687 t=3945
huo li 	獲利	c=1 d=0.000195551 t=3945
huo li yi shi 	獲利一時	c=1 d=0.000178665 t=3945
huo qi 	或其	c=1 d=0.0692522 t=3945
huo zhe 	或者	c=6 d=0.193028 t=3945
ji 	機	c=1 d=7.41323e-09 t=3945
ji bu 	記不	c=0 d=7.08461e-06 t=3945
ji bu dao 	記不到	c=2 d=0.000166648 t=3945
ji chang 	機場	c=2 d=0.000280605 t=3945
ji cheng 	集成	c=1 d=0.00047367 t=3945
ji de 	記得	c=0 d=2.76745e-06 t=3945
ji du 	基督	c=1 d=0.0214936 t=3945
ji du jiao 	基督教	c=1 d=2.48601e-08 t=3945
ji du jiao hui 	基督教會	c=1 d=0.0181334 t=3945
ji fa 	技法	c=0 d=1.64558e-08 t=3945
ji fa shang de 	技法上的	c=1 d=1.65383e-07 t=3945
ji fen zhong 	幾分鐘	c=1 d=0.000265207 t=3945
ji ge 	幾個	c=5 d=0.408552 t=3945
ji ge xiao shi 	幾個小時	c=1 d=0.00105417 t=3945
ji guang chang ji 	激光唱機	c=1 d=4.66777e-08 t=3945
ji he 	集合	c=1 d=9.30462e-06 t=3945
ji hu 	幾乎	c=0 d=2.00507e-09 t=3945
ji hu mei you ren 	幾乎沒有人	c=1 d=2.01512e-08 t=3945
ji huo 	激活	c=1 d=0.839457 t=3945
ji huo ma 	激活碼	c=1 d=0.843665 t=3945
ji ju hua 	幾句話	c=1 d=2.64567e-05 t=3945
ji liu 	激流	c=1 d=4.11929e-08 t=3945
ji lu 	記錄	c=0 d=1.32358e-05 t=3945
ji lv 	機率	c=1 d=0.00022941 t=3945
ji ming fa 	記名法	c=1 d=7.03347e-08 t=3945
ji nian 	幾年	c=1 d=0.000750328 t=3945
ji nian 	紀念	c=0 d=0.0145148 t=3945
ji nian chao 	紀念鈔	c=1 d=0.145876 t=3945
ji nian qian 	幾年前	c=1 d=6.05274e-06 t=3945
ji nian xing 	紀念性	c=1 d=1.85508e-05 t=3945
ji piao 	機票	c=1 d=0.000349153 t=3945
ji ran shi 	既然是	c=1 d=5.03046e-06 t=3945
ji ri qi 	即日起	c=1 d=0.00951391 t=3945
ji ru 	計入	c=0 d=3.40532e-05 t=3945
ji shi 	即使	c=0 d=0.0371577 t=3945
ji shi 	即是	c=2 d=0.752503 t=3945
ji shi ye shi 	即使也是	c=1 d=0.373439 t=3945
ji suan 	計算	c=1 d=0.000322309 t=3945
ji suan ji 	計算機	c=0 d=1.98478e-07 t=3945
ji tian 	幾天	c=0 d=0.000115272 t=3945
ji wei 	即爲	c=1 d=0.00794669 t=3945
ji xiang 	吉祥	c=1 d=0.271173 t=3945
ji ye 	幾頁	c=1 d=0.00182715 t=3945
ji yi 	技藝	c=0 d=5.19707e-08 t=3945
ji yi 	記憶	c=4 d=0.0120676 t=3945
ji yu 	給予	c=2 d=0.14611 t=3945
ji zhua 	雞爪	c=0 d=1.90696e-07 t=3945
jia 	佳	c=1 d=0.0753961 t=3945
jia 	加	c=2 d=0.00936178 t=3945
jia 	嘉	c=1 d=3.12029e-05 t=3945
jia 	家	c=0 d=1.90332e-06 t=3945
jia bi 	假幣	c=1 d=5.04262e-05 t=3945
jia gu wen 	甲骨文	c=1 d=6.03814e-07 t=3945
jia li mian 	家裏面	c=1 d=0.0198411 t=3945
jia ming 	假名	c=1 d=1 t=3944
jia ru 	加入	c=0 d=2.18824e-08 t=3945
jia ru hou 	加入後	c=1 d=2.1992e-07 t=3945
jia shang 	加上	c=3 d=1.12307 t=3945
jia xiang 	家鄉	c=1 d=0.0111647 t=3945
jia you 	加油	c=1 d=0.000742862 t=3945
jia zhuang 	假裝	c=1 d=2.21023e-07 t=3945
jian 	兼	c=2 d=5.56312e-06 t=3945
jian 	劍	c=1 d=2.8025e-06 t=3945
jian 	堅	c=1 d=2.83066e-06 t=3945
jian 	戔	c=1 d=2.7333e-06 t=3945
jian 	監	c=1 d=2.81654e-06 t=3945
jian 	見	c=1 d=9.00938e-09 t=3945
jian 	間	c=3 d=0.00647543 t=3945
jian chi 	堅持	c=0 d=5.12057e-10 t=3945
jian chi bu xi tou 	堅持不洗頭	c=1 d=5.14624e-09 t=3945
jian die 	間諜	c=1 d=3.8118e-07 t=3945
jian die gong zuo 	間諜工作	c=1 d=3.29727e-07 t=3945
jian fan 	簡繁	c=2 d=9.35922e-06 t=3945
jian guo 	見過	c=1 d=9.46969e-07 t=3945
jian mao 	鍵帽	c=2 d=1.95757e-05 t=3945
jian mao shang 	鍵帽上	c=1 d=9.07488e-06 t=3945
jian mian 	見面	c=1 d=0.00299793 t=3945
jian mian hou 	見面後	c=1 d=0.000155324 t=3945
jian pan 	鍵盤	c=4 d=0.00865844 t=3945
jian pu zhai 	柬埔寨	c=2 d=4.30529e-08 t=3945
jian qie 	剪切	c=1 d=3.08231e-08 t=3945
jian ru 	鍵入	c=1 d=6.70777e-09 t=3945
jian shi 	檢視	c=1 d=0.0784731 t=3945
jian ti zi 	簡體字	c=2 d=0.158025 t=3945
jian ting 	艦艇	c=1 d=1.71688e-06 t=3945
jian wen 	見聞	c=1 d=1.41613e-05 t=3945
jian xin 	堅信	c=1 d=0.0229371 t=3945
jian yang 	簡陽	c=1 d=1.07306e-06 t=3945
jian yi 	建議	c=0 d=6.8764e-08 t=3945
jian yu 	鰹魚	c=1 d=1 t=3943
jian zhi 	簡直	c=1 d=4.99414e-09 t=3945
jian zhu 	建築	c=5 d=0.0703101 t=3945
jian zhu shi 	建築師	c=1 d=8.10998e-07 t=3945
jian zi 	減字	c=0 d=1.04404e-08 t=3945
jian zi pu 	減字譜	c=2 d=0.88692 t=3945
jiang 	將	c=1 d=0.0587185 t=3945
jiang 	講	c=2 d=2.36754e-07 t=3945
jiang dao 	講道	c=1 d=0.0199405 t=3945
